State,Industry,Measure,Year,Pivot Field Values
Kentucky,Total,All Employed,2023,1967892
Louisiana,Total,All Employed,2023,1893810
Maine,Total,All Employed,2023,639695
Maryland,Total,All Employed,2023,2705183
Massachusetts,Total,All Employed,2023,3636169
Michigan,Total,All Employed,2023,4381528
Minnesota,Total,All Employed,2023,2904510
Mississippi,Total,All Employed,2023,1160807
Missouri,Total,All Employed,2023,2875146
Montana,Total,All Employed,2023,506789
Nebraska,Total,All Employed,2023,1008194
Nevada,Total,All Employed,2023,1522612
New Hampshire,Total,All Employed,2023,682299
New Jersey,Total,All Employed,2023,4210540
New Mexico,Total,All Employed,2023,856286
New York,Total,All Employed,2023,9471806
North Carolina,Total,All Employed,2023,4830118
North Dakota,Total,All Employed,2023,421639
Ohio,Total,All Employed,2023,5480035
Oklahoma,Total,All Employed,2023,1671928
Oregon,Total,All Employed,2023,1988670
Pennsylvania,Total,All Employed,2023,5963389
Rhode Island,Total,All Employed,2023,488211
South Carolina,Total,All Employed,2023,2243194
South Dakota,Total,All Employed,2023,452705
Tennessee,Total,All Employed,2023,3232182
Texas,Total,All Employed,2023,13701879
Utah,Total,All Employed,2023,1690802
Vermont,Total,All Employed,2023,306971
Virginia,Total,All Employed,2023,4048912
Washington,Total,All Employed,2023,3577580
West Virginia,Total,All Employed,2023,686477
Wisconsin,Total,All Employed,2023,2922297
Wyoming,Total,All Employed,2023,278739
Puerto Rico,Total,All Employed,2023,938018
Alabama,Total,Gross domestic product (millions),2010,177249.2
Alaska,Total,Gross domestic product (millions),2010,53331.6
Arizona,Total,Gross domestic product (millions),2010,251153
Arkansas,Total,Gross domestic product (millions),2010,101486.5
California,Total,Gross domestic product (millions),2010,1954092.7
Colorado,Total,Gross domestic product (millions),2010,258300.2
Connecticut,Total,Gross domestic product (millions),2010,234700
Delaware,Total,Gross domestic product (millions),2010,58163.5
District of Columbia,Total,Gross domestic product (millions),2010,106146.9
Florida,Total,Gross domestic product (millions),2010,746928.9
Georgia,Total,Gross domestic product (millions),2010,418091.3
Hawaii,Total,Gross domestic product (millions),2010,66872.9
Idaho,Total,Gross domestic product (millions),2010,55587.6
Illinois,Total,Gross domestic product (millions),2010,666404.8
Indiana,Total,Gross domestic product (millions),2010,282562.2
Iowa,Total,Gross domestic product (millions),2010,142233.9
Kansas,Total,Gross domestic product (millions),2010,128591.3
Kentucky,Total,Gross domestic product (millions),2010,166408.7
Louisiana,Total,Gross domestic product (millions),2010,225308.9
Maine,Total,Gross domestic product (millions),2010,52256.2
Maryland,Total,Gross domestic product (millions),2010,314728.3
Massachusetts,Total,Gross domestic product (millions),2010,411136.1
Michigan,Total,Gross domestic product (millions),2010,390043
Minnesota,Total,Gross domestic product (millions),2010,274231.3
Mississippi,Total,Gross domestic product (millions),2010,93943.1
Missouri,Total,Gross domestic product (millions),2010,259816.1
Montana,Total,Gross domestic product (millions),2010,38336.1
Nebraska,Total,Gross domestic product (millions),2010,91561.5
Nevada,Total,Gross domestic product (millions),2010,124669.4
New Hampshire,Total,Gross domestic product (millions),2010,64843.6
New Jersey,Total,Gross domestic product (millions),2010,492762.4
New Mexico,Total,Gross domestic product (millions),2010,84611.5
New York,Total,Gross domestic product (millions),2010,1223529.7
North Carolina,Total,Gross domestic product (millions),2010,420027.6
North Dakota,Total,Gross domestic product (millions),2010,35676.2
Ohio,Total,Gross domestic product (millions),2010,500515.3
Oklahoma,Total,Gross domestic product (millions),2010,154287.4
Oregon,Total,Gross domestic product (millions),2010,164137.2
Pennsylvania,Total,Gross domestic product (millions),2010,604736.8
Rhode Island,Total,Gross domestic product (millions),2010,49468.3
South Carolina,Total,Gross domestic product (millions),2010,165860
South Dakota,Total,Gross domestic product (millions),2010,37852.5
Tennessee,Total,Gross domestic product (millions),2010,257776
Texas,Total,Gross domestic product (millions),2010,1245959.4
Utah,Total,Gross domestic product (millions),2010,118669.8
Vermont,Total,Gross domestic product (millions),2010,27406.6
Virginia,Total,Gross domestic product (millions),2010,426992.4
Washington,Total,Gross domestic product (millions),2010,365497.8
West Virginia,Total,Gross domestic product (millions),2010,65998.7
Wisconsin,Total,Gross domestic product (millions),2010,256432.9
Wyoming,Total,Gross domestic product (millions),2010,37680.7
Alabama,Total,Gross domestic product (millions),2011,183916.6
Alaska,Total,Gross domestic product (millions),2011,56896.3
Arizona,Total,Gross domestic product (millions),2011,260915.7
Arkansas,Total,Gross domestic product (millions),2011,105768.1
California,Total,Gross domestic product (millions),2011,2023500
Colorado,Total,Gross domestic product (millions),2011,267516.1
Connecticut,Total,Gross domestic product (millions),2011,233158.7
Delaware,Total,Gross domestic product (millions),2011,61372.2
District of Columbia,Total,Gross domestic product (millions),2011,109730.4
Florida,Total,Gross domestic product (millions),2011,755240
Georgia,Total,Gross domestic product (millions),2011,431653.9
Hawaii,Total,Gross domestic product (millions),2011,69083.9
Idaho,Total,Gross domestic product (millions),2011,56941.1
Illinois,Total,Gross domestic product (millions),2011,692880.8
Indiana,Total,Gross domestic product (millions),2011,291356.1
Iowa,Total,Gross domestic product (millions),2011,148477.6
Kansas,Total,Gross domestic product (millions),2011,136358.9
Kentucky,Total,Gross domestic product (millions),2011,171586.9
Louisiana,Total,Gross domestic product (millions),2011,229945
Maine,Total,Gross domestic product (millions),2011,52575.5
Maryland,Total,Gross domestic product (millions),2011,326281.2
Massachusetts,Total,Gross domestic product (millions),2011,425523
Michigan,Total,Gross domestic product (millions),2011,404554.7
Minnesota,Total,Gross domestic product (millions),2011,287039.3
Mississippi,Total,Gross domestic product (millions),2011,96218
Missouri,Total,Gross domestic product (millions),2011,262067.1
Montana,Total,Gross domestic product (millions),2011,40995.1
Nebraska,Total,Gross domestic product (millions),2011,99921.1
Nevada,Total,Gross domestic product (millions),2011,127677.9
New Hampshire,Total,Gross domestic product (millions),2011,66153.2
New Jersey,Total,Gross domestic product (millions),2011,495965.8
New Mexico,Total,Gross domestic product (millions),2011,87062.8
New York,Total,Gross domestic product (millions),2011,1247605.8
North Carolina,Total,Gross domestic product (millions),2011,431722.7
North Dakota,Total,Gross domestic product (millions),2011,41587.7
Ohio,Total,Gross domestic product (millions),2011,528189.9
Oklahoma,Total,Gross domestic product (millions),2011,166235.8
Oregon,Total,Gross domestic product (millions),2011,170630.9
Pennsylvania,Total,Gross domestic product (millions),2011,624819.7
Rhode Island,Total,Gross domestic product (millions),2011,50206.1
South Carolina,Total,Gross domestic product (millions),2011,172075.1
South Dakota,Total,Gross domestic product (millions),2011,41892.1
Tennessee,Total,Gross domestic product (millions),2011,269814.2
Texas,Total,Gross domestic product (millions),2011,1341334.4
Utah,Total,Gross domestic product (millions),2011,125565
Vermont,Total,Gross domestic product (millions),2011,28418.7
Virginia,Total,Gross domestic product (millions),2011,435180.3
Washington,Total,Gross domestic product (millions),2011,379574.9
West Virginia,Total,Gross domestic product (millions),2011,69234.1
Wisconsin,Total,Gross domestic product (millions),2011,266364.4
Wyoming,Total,Gross domestic product (millions),2011,39751.4
Alabama,Total,Gross domestic product (millions),2012,189245.5
Alaska,Total,Gross domestic product (millions),2012,58283.6
Arizona,Total,Gross domestic product (millions),2012,271440
Arkansas,Total,Gross domestic product (millions),2012,108492.1
California,Total,Gross domestic product (millions),2012,2113096.4
Colorado,Total,Gross domestic product (millions),2012,276823.1
Connecticut,Total,Gross domestic product (millions),2012,240911.9
Delaware,Total,Gross domestic product (millions),2012,62354.6
District of Columbia,Total,Gross domestic product (millions),2012,112157
Florida,Total,Gross domestic product (millions),2012,778545
Georgia,Total,Gross domestic product (millions),2012,447764.7
Hawaii,Total,Gross domestic product (millions),2012,71905.3
Idaho,Total,Gross domestic product (millions),2012,58323.9
Illinois,Total,Gross domestic product (millions),2012,726399.1
Indiana,Total,Gross domestic product (millions),2012,300513.9
Iowa,Total,Gross domestic product (millions),2012,158538.4
Kansas,Total,Gross domestic product (millions),2012,141818.2
Kentucky,Total,Gross domestic product (millions),2012,178143.7
Louisiana,Total,Gross domestic product (millions),2012,235384.7
Maine,Total,Gross domestic product (millions),2012,53679.7
Maryland,Total,Gross domestic product (millions),2012,332523.5
Massachusetts,Total,Gross domestic product (millions),2012,442916.9
Michigan,Total,Gross domestic product (millions),2012,422691.2
Minnesota,Total,Gross domestic product (millions),2012,298328.3
Mississippi,Total,Gross domestic product (millions),2012,100448.4
Missouri,Total,Gross domestic product (millions),2012,271535.1
Montana,Total,Gross domestic product (millions),2012,42340.9
Nebraska,Total,Gross domestic product (millions),2012,102725.9
Nevada,Total,Gross domestic product (millions),2012,129312.9
New Hampshire,Total,Gross domestic product (millions),2012,68498.1
New Jersey,Total,Gross domestic product (millions),2012,517195.9
New Mexico,Total,Gross domestic product (millions),2012,87925.2
New York,Total,Gross domestic product (millions),2012,1328233.5
North Carolina,Total,Gross domestic product (millions),2012,445095.3
North Dakota,Total,Gross domestic product (millions),2012,51832.6
Ohio,Total,Gross domestic product (millions),2012,545740.1
Oklahoma,Total,Gross domestic product (millions),2012,174874.4
Oregon,Total,Gross domestic product (millions),2012,174611
Pennsylvania,Total,Gross domestic product (millions),2012,647925.9
Rhode Island,Total,Gross domestic product (millions),2012,51583
South Carolina,Total,Gross domestic product (millions),2012,177618.1
South Dakota,Total,Gross domestic product (millions),2012,43901.5
Tennessee,Total,Gross domestic product (millions),2012,286341.5
Texas,Total,Gross domestic product (millions),2012,1421180.1
Utah,Total,Gross domestic product (millions),2012,129512.5
Vermont,Total,Gross domestic product (millions),2012,29241.3
Virginia,Total,Gross domestic product (millions),2012,445973.6
Washington,Total,Gross domestic product (millions),2012,400530.6
West Virginia,Total,Gross domestic product (millions),2012,70322.2
Wisconsin,Total,Gross domestic product (millions),2012,277107.1
Wyoming,Total,Gross domestic product (millions),2012,38855.4
Alabama,Total,Gross domestic product (millions),2013,194786.9
Alaska,Total,Gross domestic product (millions),2013,57247.7
Arizona,Total,Gross domestic product (millions),2013,278591.6
Arkansas,Total,Gross domestic product (millions),2013,113227.3
California,Total,Gross domestic product (millions),2013,2220389.9
Colorado,Total,Gross domestic product (millions),2013,292140.5
Connecticut,Total,Gross domestic product (millions),2013,241517.4
Delaware,Total,Gross domestic product (millions),2013,61716.2
District of Columbia,Total,Gross domestic product (millions),2013,114540.1
Florida,Total,Gross domestic product (millions),2013,811751.7
Georgia,Total,Gross domestic product (millions),2013,464752.8
Hawaii,Total,Gross domestic product (millions),2013,74554.9
Idaho,Total,Gross domestic product (millions),2013,61835.8
Illinois,Total,Gross domestic product (millions),2013,741121.5
Indiana,Total,Gross domestic product (millions),2013,312138.5
Iowa,Total,Gross domestic product (millions),2013,162200.3
Kansas,Total,Gross domestic product (millions),2013,144483.2
Kentucky,Total,Gross domestic product (millions),2013,184524.4
Louisiana,Total,Gross domestic product (millions),2013,230832.5
Maine,Total,Gross domestic product (millions),2013,54470.1
Maryland,Total,Gross domestic product (millions),2013,340577.6
Massachusetts,Total,Gross domestic product (millions),2013,454321.2
Michigan,Total,Gross domestic product (millions),2013,437274.4
Minnesota,Total,Gross domestic product (millions),2013,311126.4
Mississippi,Total,Gross domestic product (millions),2013,102371
Missouri,Total,Gross domestic product (millions),2013,280571
Montana,Total,Gross domestic product (millions),2013,43687.9
Nebraska,Total,Gross domestic product (millions),2013,107260.7
Nevada,Total,Gross domestic product (millions),2013,132086.4
New Hampshire,Total,Gross domestic product (millions),2013,70476.2
New Jersey,Total,Gross domestic product (millions),2013,534177.8
New Mexico,Total,Gross domestic product (millions),2013,88756.9
New York,Total,Gross domestic product (millions),2013,1365529
North Carolina,Total,Gross domestic product (millions),2013,462268.9
North Dakota,Total,Gross domestic product (millions),2013,54271
Ohio,Total,Gross domestic product (millions),2013,566532.4
Oklahoma,Total,Gross domestic product (millions),2013,182694.7
Oregon,Total,Gross domestic product (millions),2013,179527.7
Pennsylvania,Total,Gross domestic product (millions),2013,668569.1
Rhode Island,Total,Gross domestic product (millions),2013,53034.1
South Carolina,Total,Gross domestic product (millions),2013,185009.1
South Dakota,Total,Gross domestic product (millions),2013,45361
Tennessee,Total,Gross domestic product (millions),2013,295862.7
Texas,Total,Gross domestic product (millions),2013,1515195.6
Utah,Total,Gross domestic product (millions),2013,135450.4
Vermont,Total,Gross domestic product (millions),2013,29289.6
Virginia,Total,Gross domestic product (millions),2013,457640.5
Washington,Total,Gross domestic product (millions),2013,419092.4
West Virginia,Total,Gross domestic product (millions),2013,71481.5
Wisconsin,Total,Gross domestic product (millions),2013,284270.9
Wyoming,Total,Gross domestic product (millions),2013,39289.8
Alabama,Total,Gross domestic product (millions),2014,197406.9
Alaska,Total,Gross domestic product (millions),2014,56484.9
Arizona,Total,Gross domestic product (millions),2014,287666.6
Arkansas,Total,Gross domestic product (millions),2014,116139.4
California,Total,Gross domestic product (millions),2014,2335286.5
Colorado,Total,Gross domestic product (millions),2014,309542.6
Connecticut,Total,Gross domestic product (millions),2014,246597
Delaware,Total,Gross domestic product (millions),2014,68354.7
District of Columbia,Total,Gross domestic product (millions),2014,119414.6
Florida,Total,Gross domestic product (millions),2014,851692.4
Georgia,Total,Gross domestic product (millions),2014,490079.3
Hawaii,Total,Gross domestic product (millions),2014,76773.3
Idaho,Total,Gross domestic product (millions),2014,64575.2
Illinois,Total,Gross domestic product (millions),2014,771356.1
Indiana,Total,Gross domestic product (millions),2014,327958.3
Iowa,Total,Gross domestic product (millions),2014,173095.9
